"price","date","lat","long","cluster"
464000,2014,47.7067,-122.343,"4"
320000,2015,47.354,-122.047,"9"
625504,2014,47.6647,-122.284,"4"
592500,2014,47.6143,-122.017,"3"
465000,2015,47.3185,-122.275,"1"
477000,2014,47.5458,-122.268,"7"
280000,2015,47.4889,-122.299,"7"
1510000,2015,47.5673,-122.21,"6"
445838,2014,47.5133,-122.379,"7"
1070000,2014,47.5884,-122.291,"7"
467000,2014,47.7145,-122.367,"4"
686000,2014,47.5836,-122.026,"3"
279950,2014,47.398,-122.299,"1"
527000,2014,47.7663,-122.215,"5"
325000,2014,47.3758,-122.217,"10"
328000,2014,47.3828,-122.023,"9"
390000,2014,47.5123,-122.373,"7"
479950,2015,47.7076,-122.013,"2"
264950,2014,47.2922,-122.371,"1"
235000,2015,47.4075,-122.214,"10"
516500,2015,47.6794,-122.034,"2"
655000,2015,47.4497,-122.375,"7"
5e+05,2014,47.5218,-122.164,"6"
315000,2014,47.3103,-122.339,"1"
213000,2014,47.5687,-121.899,"8"
475000,2014,47.5575,-122.303,"7"
1030000,2014,47.6489,-122.183,"5"
416000,2015,47.3459,-121.95,"9"
410000,2015,47.6136,-122.303,"4"
8e+05,2014,47.7641,-122.023,"2"
472000,2014,47.3376,-122.324,"1"
225000,2014,47.3173,-122.319,"1"
210000,2014,47.5308,-122.376,"7"
455000,2015,47.6727,-122.299,"4"
225000,2015,47.3221,-122.216,"10"
480000,2014,47.6779,-122.353,"4"
363000,2015,47.3076,-122.395,"1"
2400000,2014,47.6338,-122.072,"2"
181000,2015,47.5218,-122.357,"7"
250000,2015,47.2785,-122.213,"10"
481000,2015,47.6846,-122.345,"4"
260000,2014,47.3656,-122.278,"1"
455000,2014,47.4369,-122.111,"10"
415000,2015,47.4616,-121.711,"8"
349500,2015,47.5405,-122.27,"7"
245000,2014,47.3507,-122.178,"10"
592500,2014,47.6979,-122.32,"4"
385000,2014,47.5278,-122.345,"7"
315000,2015,47.4756,-122.147,"6"
255000,2014,47.4437,-121.772,"8"
693000,2014,47.7048,-122.109,"2"
780000,2014,47.6362,-122.302,"4"
237000,2014,47.4207,-122.29,"1"
525000,2014,47.6154,-122.047,"3"
425000,2015,47.5964,-122.299,"7"
369900,2014,47.4683,-122.438,"7"
290000,2014,47.4045,-122.171,"10"
285000,2014,47.5544,-122.358,"7"
415000,2014,47.6802,-122.29,"4"
272500,2015,47.2988,-122.371,"1"
2900000,2015,47.6312,-122.223,"5"
1370000,2014,47.7285,-122.042,"2"
436000,2015,47.7107,-122.352,"4"
210000,2014,47.3271,-122.323,"1"
236000,2014,47.5053,-122.255,"7"
331000,2014,47.6601,-122.4,"4"
365000,2015,47.4145,-122.166,"10"
450000,2015,47.4672,-122.165,"6"
770000,2014,47.7618,-122.261,"5"
455000,2015,47.3828,-122.071,"9"
405000,2015,47.5362,-122.268,"7"
304900,2014,47.3954,-122.206,"10"
170000,2015,47.5048,-122.272,"7"
2050000,2015,47.6166,-122.287,"4"
780000,2014,47.6811,-122.025,"2"
330000,2015,47.7486,-122.23,"5"
370000,2014,47.3846,-122.169,"10"
467000,2014,47.7564,-122.144,"5"
405000,2015,47.7198,-122.193,"5"
675000,2014,47.5461,-122.151,"6"
5e+05,2014,47.5712,-122.143,"6"
389999,2014,47.4281,-122.343,"1"
630000,2015,47.7128,-122.223,"5"
360000,2014,47.3341,-122.255,"1"
580000,2014,47.5399,-122.181,"6"
550000,2014,47.5717,-122.375,"7"
879000,2014,47.5951,-122.017,"3"
265000,2014,47.3536,-122.144,"10"
446500,2015,47.5084,-122.154,"6"
404000,2014,47.5586,-122.311,"7"
267500,2014,47.4427,-122.274,"7"
3080000,2014,47.6053,-122.077,"3"
335000,2014,47.3494,-122.301,"1"
576000,2014,47.6933,-122.393,"4"
208633,2015,47.3537,-122,"9"
315000,2015,47.476,-122.337,"7"
725000,2015,47.6239,-122.298,"4"
550000,2015,47.7776,-122.384,"4"
610750,2014,47.6459,-122.058,"2"
550700,2015,47.6692,-122.297,"4"
665000,2015,47.5376,-122.18,"6"
834000,2015,47.601,-122.294,"7"
201000,2014,47.529,-121.837,"8"
2380000,2014,47.6345,-122.367,"4"
1380000,2014,47.5503,-122.102,"6"
1400000,2014,47.5503,-122.102,"6"
305000,2014,47.4441,-122.125,"10"
487000,2015,47.7357,-122.333,"4"
390000,2015,47.346,-122.157,"10"
548000,2014,47.6638,-122.345,"4"
268750,2014,47.48,-122.336,"7"
819900,2014,47.6759,-122.151,"5"
520000,2014,47.5162,-122.057,"3"
230000,2014,47.2639,-122.252,"1"
240000,2015,47.2929,-122.371,"1"
232000,2014,47.4957,-122.352,"7"
240500,2015,47.4957,-122.352,"7"
274975,2014,47.7721,-122.093,"2"
740000,2014,47.644,-122.319,"4"
186375,2015,47.472,-122.344,"7"
790000,2014,47.592,-122.166,"6"
880000,2014,47.669,-122.275,"4"
279000,2015,47.42,-122.323,"1"
295000,2014,47.1913,-122.012,"9"
640000,2015,47.6666,-122.331,"4"
940000,2014,47.5639,-122.217,"6"
260000,2014,47.3483,-122.052,"9"
559900,2014,47.7648,-122.164,"5"
791500,2014,47.6794,-122.357,"4"
265000,2014,47.7535,-122.354,"4"
245000,2015,47.4945,-122.22,"6"
485000,2015,47.6945,-122.093,"2"
684000,2014,47.5222,-122.157,"6"
425000,2014,47.7222,-122.32,"4"
309600,2014,47.3796,-122.49,"1"
552250,2014,47.5374,-121.875,"8"
165000,2014,47.4897,-122.24,"6"
239900,2014,47.4897,-122.24,"6"
320000,2014,47.4716,-122.078,"6"
206600,2014,47.3581,-122.173,"10"
387000,2015,47.7713,-122.307,"4"
299000,2014,47.675,-121.854,"8"
855000,2014,47.5603,-122.222,"6"
315000,2015,47.4147,-122.337,"1"
437500,2014,47.68,-122.353,"4"
252000,2015,47.3117,-122.27,"1"
375000,2014,47.543,-122.28,"7"
3e+05,2014,47.3607,-122.034,"9"
420000,2014,47.5759,-122.137,"6"
9e+05,2014,47.6891,-122.159,"5"
679900,2014,47.565,-122.381,"7"
463000,2014,47.6359,-121.974,"3"
380000,2014,47.4769,-122.141,"6"
329500,2014,47.3845,-122.029,"9"
604950,2014,47.6743,-122.184,"5"
795000,2014,47.5651,-122.164,"6"
465000,2015,47.4853,-121.709,"8"
673000,2015,47.4508,-122.359,"7"
810000,2014,47.6375,-122.016,"3"
785000,2015,47.5944,-122.042,"3"
338000,2014,47.4888,-122.182,"6"
280000,2014,47.5112,-122.19,"6"
315000,2014,47.7711,-122.341,"4"
530000,2015,47.7711,-122.341,"4"
380000,2014,47.2813,-122.345,"1"
297000,2014,47.5038,-122.189,"6"
730000,2014,47.5823,-121.97,"3"
450000,2014,47.7164,-122.304,"4"
275000,2014,47.3624,-122.045,"9"
595000,2015,47.6831,-122.329,"4"
435000,2015,47.592,-122.307,"7"
270000,2014,47.7461,-122.195,"5"
950000,2014,47.7268,-122.06,"2"
389000,2015,47.7237,-121.959,"2"
560000,2015,47.6283,-122.095,"2"
1350000,2014,47.5543,-122.148,"6"
799000,2014,47.5483,-122.226,"6"
365500,2014,47.7591,-122.146,"5"
252350,2014,47.4612,-122.169,"6"
403950,2014,47.4987,-122.365,"7"
385000,2014,47.772,-122.358,"4"
345000,2014,47.5287,-122.35,"7"
490000,2014,47.6109,-122.114,"6"
330000,2014,47.7736,-121.901,"2"
927000,2014,47.6294,-122.218,"5"
1120000,2014,47.5634,-122.213,"6"
330000,2015,47.7405,-122.241,"5"
530000,2015,47.5976,-122.118,"6"
365000,2014,47.5722,-122.129,"6"
378750,2014,47.5644,-122.289,"7"
269900,2014,47.4556,-122.157,"6"
557000,2015,47.6055,-122.305,"7"
360000,2014,47.1775,-122.022,"9"
352000,2015,47.6879,-122.385,"4"
437000,2015,47.4807,-121.779,"8"
322500,2014,47.3845,-122.032,"9"
650000,2014,47.5815,-122.402,"7"
450000,2014,47.6609,-122.344,"4"
278500,2015,47.3163,-122.188,"10"
364950,2015,47.4309,-122.191,"10"
840000,2014,47.401,-122.026,"9"
268000,2015,47.404,-122.191,"10"
517534,2014,47.3889,-122.482,"1"
632925,2014,47.7718,-122.095,"2"
577500,2014,47.7067,-122.2,"5"
339000,2015,47.504,-122.227,"6"
570000,2014,47.7015,-122.164,"5"
563500,2014,47.5753,-121.95,"3"
423000,2015,47.7448,-122.333,"4"
355000,2014,47.7318,-121.982,"2"
1550000,2014,47.5954,-121.95,"3"
482000,2014,47.6885,-122.337,"4"
625000,2014,47.5724,-122.179,"6"
538000,2014,47.5272,-122.169,"6"
380000,2015,47.4334,-122.161,"10"
375000,2014,47.6073,-122.308,"7"
245000,2015,47.3592,-122.046,"9"
310000,2014,47.4546,-122.337,"7"
1300000,2015,47.6408,-122.219,"5"
397000,2014,47.7245,-122.2,"5"
365000,2015,47.4362,-122.178,"10"
328500,2014,47.3739,-122.156,"10"
988000,2014,47.7205,-122.127,"2"
1e+06,2014,47.6636,-122.33,"4"
237000,2014,47.4324,-122.197,"10"
525000,2014,47.7734,-122.224,"5"
749000,2014,47.559,-122.164,"6"
722500,2014,47.633,-122.041,"3"
843000,2015,47.6954,-122.103,"2"
438000,2014,47.6776,-122.318,"4"
578000,2014,47.504,-122.382,"7"
227950,2014,47.2613,-122.255,"1"
196000,2014,47.3417,-122.271,"1"
641000,2014,47.6694,-122.275,"4"
350000,2015,47.4056,-121.955,"9"
205000,2014,47.3838,-122.289,"1"
4e+05,2014,47.7487,-122.082,"2"
1030000,2014,47.5534,-122.078,"3"
505000,2015,47.7355,-122.18,"5"
475000,2014,47.7206,-122.211,"5"
520000,2014,47.7691,-122.262,"5"
1450000,2015,47.7183,-122.258,"5"
333500,2014,47.7736,-122.214,"5"
232000,2015,47.362,-122.029,"9"
691100,2015,47.5698,-122.121,"6"
811000,2014,47.5505,-122.221,"6"
551000,2014,47.7605,-122.234,"5"
496500,2015,47.7356,-122.157,"5"
705000,2014,47.3844,-122.438,"1"
578000,2014,47.4904,-122.226,"6"
255000,2015,47.3663,-122.089,"9"
1050000,2014,47.5637,-122.123,"6"
348000,2015,47.3759,-122.125,"10"
230000,2014,47.3912,-122.167,"10"
359500,2014,47.3305,-122.371,"1"
330000,2014,47.7617,-122.357,"4"
80000,2014,47.6499,-121.909,"3"
465000,2014,47.7311,-122.353,"4"
325000,2014,47.3701,-122.107,"10"
340500,2015,47.4857,-122.318,"7"
342500,2015,47.3724,-122.042,"9"
290900,2014,47.4855,-122.266,"7"
868700,2015,47.6336,-122.064,"2"
1200000,2014,47.717,-122.281,"4"
1150000,2014,47.6332,-122.066,"2"
859900,2014,47.5906,-122.062,"3"
520000,2014,47.5461,-121.998,"3"
460000,2014,47.5674,-122.29,"7"
438924,2014,47.6943,-122.29,"4"
315000,2015,47.5486,-122.38,"7"
590000,2014,47.6658,-122.188,"5"
378500,2014,47.5772,-122.153,"6"
328500,2014,47.3875,-122.161,"10"
849950,2015,47.6344,-122.174,"5"
525000,2014,47.5275,-122.391,"7"
1390000,2015,47.6179,-122.005,"3"
295000,2015,47.3078,-122.378,"1"
1070000,2014,47.5521,-122.137,"6"
207950,2014,47.5158,-122.264,"7"
699900,2014,47.5985,-121.977,"3"
1280000,2015,47.5645,-122.082,"3"
452000,2014,47.6734,-122.154,"5"
370000,2015,47.4734,-122.186,"6"
232000,2015,47.3811,-122.087,"9"
669950,2014,47.7081,-122.215,"5"
397500,2014,47.7193,-122.216,"5"
490000,2014,47.6192,-122.301,"4"
725000,2015,47.5836,-122.387,"7"
299000,2014,47.3841,-122.284,"1"
625000,2014,47.5872,-122.39,"7"
437500,2014,47.5322,-121.88,"8"
650000,2015,47.5416,-121.864,"8"
475000,2014,47.6799,-122.381,"4"
342000,2014,47.3672,-122.151,"10"
1200000,2014,47.684,-122.205,"5"
280000,2015,47.4404,-122.191,"10"
240000,2014,47.4467,-122.281,"7"
529000,2014,47.6729,-122.363,"4"
442000,2015,47.5346,-122.385,"7"
615000,2014,47.6454,-122.373,"4"
1490000,2014,47.6821,-122.196,"5"
585000,2015,47.7206,-122.11,"2"
480000,2015,47.4877,-122.139,"6"
1100000,2014,47.6554,-122.018,"2"
290000,2014,47.7343,-122.347,"4"
615000,2014,47.5789,-122.393,"7"
3e+05,2015,47.7439,-122.339,"4"
308000,2014,47.3818,-122.225,"10"
750000,2015,47.6734,-122.173,"5"
2250000,2014,47.6415,-122.285,"4"
890000,2014,47.4711,-122.084,"6"
288000,2015,47.452,-122.177,"10"
190000,2014,47.4973,-122.221,"6"
515000,2015,47.7546,-122.341,"4"
235000,2014,47.4667,-122.215,"6"
275000,2014,47.5186,-122.374,"7"
727500,2014,47.6221,-122.193,"5"
650000,2014,47.683,-122.039,"2"
1600000,2014,47.6033,-121.943,"3"
365000,2014,47.7315,-122.305,"4"
662000,2014,47.6917,-122.084,"2"
270500,2015,47.3608,-122.056,"9"
2e+05,2015,47.2852,-122.19,"10"
970000,2015,47.5931,-122.071,"3"
160000,2014,47.4097,-122.316,"1"
204000,2015,47.3105,-122.021,"9"
358000,2015,47.4296,-122.161,"10"
452000,2015,47.7373,-122.197,"5"
595000,2014,47.6582,-122.345,"4"
249000,2015,47.3577,-122.16,"10"
346900,2015,47.449,-122.205,"10"
2130000,2015,47.4169,-122.348,"1"
280000,2014,47.5025,-122.186,"6"
318888,2014,47.3644,-122.28,"1"
530000,2014,47.5896,-122.009,"3"
375000,2014,47.3914,-122.169,"10"
910000,2015,47.7197,-122.131,"5"
782000,2014,47.5623,-122.116,"6"
259950,2015,47.5213,-122.357,"7"
315000,2014,47.4518,-122.16,"10"
215000,2014,47.4949,-122.3,"7"
705000,2014,47.5885,-122.248,"6"
1450000,2014,47.6452,-122.411,"4"
451000,2015,47.749,-122.305,"4"
261000,2014,47.4727,-122.198,"6"
396000,2014,47.7403,-122.256,"5"
725000,2014,47.5146,-122.117,"6"
1950000,2014,47.5666,-122.231,"6"
238000,2014,47.4339,-122.291,"1"
750000,2015,47.6368,-122.097,"2"
331500,2014,47.3628,-122.075,"9"
460000,2014,47.52,-121.845,"8"
404950,2014,47.2953,-122.083,"9"
880000,2014,47.6935,-122.352,"4"
863000,2014,47.6239,-122.023,"3"
638700,2014,47.5846,-122.168,"6"
435000,2014,47.6969,-122.026,"2"
260000,2014,47.505,-122.259,"7"
671500,2014,47.667,-122.289,"4"
610000,2014,47.6376,-122.353,"4"
405000,2014,47.6929,-121.87,"8"
338900,2014,47.3572,-122.015,"9"
720000,2015,47.5816,-121.97,"3"
442000,2015,47.5502,-122.311,"7"
650000,2014,47.6136,-122.299,"4"
263500,2015,47.4478,-122.161,"10"
3e+05,2014,47.4219,-122.007,"9"
266000,2014,47.3521,-122.212,"10"
930000,2014,47.7466,-122.029,"2"
530000,2015,47.7727,-122.229,"5"
180000,2014,47.3062,-122.371,"1"
619000,2014,47.5422,-121.86,"8"
264000,2014,47.3366,-122.306,"1"
730000,2014,47.573,-122.409,"7"
439000,2014,47.7258,-122.177,"5"
268500,2014,47.4025,-122.176,"10"
330000,2014,47.476,-121.755,"8"
640000,2014,47.6045,-122.307,"7"
9e+05,2014,47.6366,-122.058,"2"
370000,2014,47.3725,-122.06,"9"
685000,2015,47.5897,-122.292,"7"
505000,2014,47.6277,-121.972,"3"
265000,2014,47.1803,-121.974,"9"
290000,2015,47.4489,-122.188,"10"
296000,2014,47.3665,-122.017,"9"
360000,2015,47.4964,-122.251,"6"
240500,2014,47.492,-122.317,"7"
372500,2014,47.5496,-122.373,"7"
595000,2014,47.5008,-121.776,"8"
515000,2014,47.2846,-122.341,"1"
1220000,2014,47.5494,-122.216,"6"
507000,2014,47.7123,-122.027,"2"
399950,2015,47.3131,-122.115,"9"
185000,2014,47.3122,-121.996,"9"
460000,2014,47.6947,-122.125,"2"
435500,2015,47.5665,-122.018,"3"
469000,2015,47.425,-122.283,"1"
531000,2014,47.6634,-122.34,"4"
443500,2015,47.7047,-122.373,"4"
223000,2014,47.3666,-122.084,"9"
590000,2015,47.7466,-122.242,"5"
340000,2014,47.6972,-122.35,"4"
650000,2014,47.6372,-122.395,"4"
533600,2014,47.5694,-122.001,"3"
695000,2014,47.6214,-122.024,"3"
242000,2014,47.3961,-122.188,"10"
425000,2015,47.7162,-122.309,"4"
525000,2015,47.6844,-122.113,"2"
485000,2014,47.5737,-122.018,"3"
175000,2015,47.4474,-121.771,"8"
210000,2014,47.3128,-122.184,"10"
260000,2015,47.4022,-122.171,"10"
577000,2014,47.5671,-122.391,"7"
2e+05,2014,47.2876,-122.212,"10"
605000,2015,47.682,-122.372,"4"
325000,2014,47.7125,-122.331,"4"
289500,2014,47.496,-122.239,"6"
559950,2014,47.5876,-122.309,"7"
1040000,2015,47.6821,-122.273,"4"
543500,2014,47.6581,-122.396,"4"
480000,2014,47.3496,-122.094,"9"
218000,2014,47.1951,-122.001,"9"
565000,2014,47.6539,-122.396,"4"
426700,2014,47.5375,-122.178,"6"
650000,2014,47.7605,-122.267,"5"
542000,2014,47.6663,-122.326,"4"
415000,2014,47.6978,-122.13,"2"
214000,2014,47.3221,-122.215,"10"
245000,2015,47.4488,-122.275,"7"
314500,2014,47.2681,-122.31,"1"
1120000,2015,47.5821,-122.39,"7"
378000,2015,47.5395,-122.39,"7"
305000,2014,47.336,-122.269,"1"
595000,2015,47.7679,-122.261,"5"
729500,2015,47.5818,-122.402,"7"
430000,2014,47.5317,-121.853,"8"
240000,2015,47.3647,-122.05,"9"
545000,2015,47.5338,-122.384,"7"
530000,2014,47.6681,-122.305,"4"
157000,2014,47.4152,-122.3,"1"
425000,2015,47.5044,-122.35,"7"
220000,2014,47.4793,-122.346,"7"
521000,2014,47.7627,-122.076,"2"
325000,2014,47.5193,-122.274,"7"
597500,2015,47.555,-122.379,"7"
337000,2014,47.526,-121.826,"8"
1e+06,2015,47.655,-122.124,"2"
3070000,2014,47.7022,-122.224,"5"
495000,2014,47.6718,-122.267,"4"
748000,2015,47.6327,-122.109,"2"
888000,2014,47.6245,-122.198,"5"
269900,2015,47.4761,-121.758,"8"
496500,2014,47.5221,-122.045,"3"
475000,2015,47.7522,-122.278,"4"
312000,2014,47.7145,-122.311,"4"
323000,2014,47.7404,-122.11,"2"
331000,2014,47.4834,-122.159,"6"
306000,2014,47.7049,-122.353,"4"
655000,2014,47.6915,-122.381,"4"
290000,2014,47.336,-122.319,"1"
1250000,2014,47.6597,-122.274,"4"
460000,2014,47.6759,-122.286,"4"
435000,2014,47.6988,-122.319,"4"
664000,2015,47.5427,-122.181,"6"
865000,2014,47.6462,-122.318,"4"
385000,2014,47.4406,-122.146,"10"
497000,2014,47.705,-122.202,"5"
280000,2014,47.4965,-121.785,"8"
188000,2015,47.5024,-122.271,"7"
478500,2014,47.5304,-122.387,"7"
1150000,2014,47.544,-121.872,"8"
222000,2014,47.291,-122.368,"1"
799000,2014,47.6932,-122.006,"2"
609900,2014,47.3558,-122.004,"9"
413000,2014,47.5536,-122.359,"7"
4e+05,2014,47.6942,-122.321,"4"
802541,2015,47.5462,-122.182,"6"
320000,2014,47.2918,-122.346,"1"
507000,2015,47.5441,-121.882,"8"
387500,2014,47.6982,-122.298,"4"
396000,2015,47.7415,-122.101,"2"
373000,2014,47.4862,-122.224,"6"
1480000,2014,47.5553,-122.22,"6"
359900,2014,47.4406,-122.141,"10"
410000,2015,47.6997,-122.316,"4"
690000,2014,47.6726,-122.03,"2"
245000,2014,47.3702,-122.185,"10"
7e+05,2014,47.5896,-122.083,"3"
